Pickup Location,Dropoff Location,Rate,Truck Type,Moving Type,Date
"Milwaukee, WI","Boston, MA","$1,502.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Boston, MA","$1,878.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Boston, MA","$2,254.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Buffalo, NY","$1,154.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Buffalo, NY","$1,215.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Buffalo, NY","$1,519.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Buffalo, NY","$1,823.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Charlotte, NC","$1,219.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Charlotte, NC","$1,283.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Charlotte, NC","$1,604.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Charlotte, NC","$1,925.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Chicago, IL",$209.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Chicago, IL",$220.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Chicago, IL",$275.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Chicago, IL",$330.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Cincinnati, OH",$350.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Cincinnati, OH",$368.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Cincinnati, OH",$460.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Cincinnati, OH",$497.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Cleveland, OH",$383.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Cleveland, OH",$404.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Cleveland, OH",$505.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Cleveland, OH",$545.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Columbus, OH",$395.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Columbus, OH",$416.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Columbus, OH",$520.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Columbus, OH",$562.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Dallas, TX","$1,449.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Dallas, TX","$1,525.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Dallas, TX","$1,906.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Dallas, TX","$2,288.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Denver, CO","$1,283.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Denver, CO","$1,351.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Denver, CO","$1,621.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Denver, CO","$1,891.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Detroit, MI",$389.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Detroit, MI",$408.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Detroit, MI",$511.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Detroit, MI",$552.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Fresno, CA","$2,803.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Fresno, CA","$2,950.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Fresno, CA","$3,540.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Fresno, CA","$4,130.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Houston, TX","$1,648.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Houston, TX","$1,735.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Houston, TX","$2,169.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Houston, TX","$2,603.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Jacksonville, FL","$1,539.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Jacksonville, FL","$1,620.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Jacksonville, FL","$2,025.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Jacksonville, FL","$2,430.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Memphis, TN",$805.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Memphis, TN",$847.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Memphis, TN","$1,059.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Memphis, TN","$1,271.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Miami, FL","$1,783.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Miami, FL","$1,877.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Miami, FL","$2,346.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Miami, FL","$2,815.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Minneapolis, MN",$605.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Minneapolis, MN",$637.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Minneapolis, MN",$797.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Minneapolis, MN",$955.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Omaha, NE",$530.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Omaha, NE",$558.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Omaha, NE",$614.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Omaha, NE",$697.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Orlando, FL","$1,653.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Orlando, FL","$1,740.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Orlando, FL","$2,175.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Orlando, FL","$2,610.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Philadelphia, PA","$1,247.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Philadelphia, PA","$1,313.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Philadelphia, PA","$1,641.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Philadelphia, PA","$1,969.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Phoenix, AZ","$2,380.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Phoenix, AZ","$2,505.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Phoenix, AZ","$3,006.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Phoenix, AZ","$3,507.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Pittsburgh, PA",$946.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Pittsburgh, PA",$996.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Pittsburgh, PA","$1,245.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Pittsburgh, PA","$1,494.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Portland, OR","$2,698.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Portland, OR","$2,840.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Portland, OR","$3,408.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Portland, OR","$3,976.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Raleigh, NC","$1,261.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Raleigh, NC","$1,328.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Raleigh, NC","$1,660.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Raleigh, NC","$1,992.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Sacramento, CA","$2,301.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Sacramento, CA","$2,423.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Sacramento, CA","$3,028.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Sacramento, CA","$3,634.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Seattle, WA","$2,641.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Seattle, WA","$2,780.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Seattle, WA","$3,336.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Seattle, WA","$3,892.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Tampa, FL","$1,603.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Tampa, FL","$1,687.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Tampa, FL","$2,109.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Tampa, FL","$2,531.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Tucson, AZ","$2,372.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Tucson, AZ","$2,497.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Tucson, AZ","$2,996.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Tucson, AZ","$3,496.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Tulsa, OK","$1,313.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Tulsa, OK","$1,382.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Tulsa, OK","$1,728.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Tulsa, OK","$2,074.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Washington, DC","$1,344.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Washington, DC","$1,415.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Washington, DC","$1,769.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Washington, DC","$2,122.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Milwaukee, WI","Wichita, KS","$1,019.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Wichita, KS","$1,073.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Wichita, KS","$1,288.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Milwaukee, WI","Wichita, KS","$1,502.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Albuquerque, NM",$931.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Albuquerque, NM",$980.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Albuquerque, NM","$1,225.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Albuquerque, NM","$1,470.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Atlanta, GA","$1,289.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Atlanta, GA","$1,357.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Atlanta, GA","$1,696.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Atlanta, GA","$2,035.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Austin, TX","$1,149.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Austin, TX","$1,210.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Austin, TX","$1,512.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Austin, TX","$1,815.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Baltimore, MD","$1,522.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Baltimore, MD","$1,603.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Baltimore, MD","$2,003.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Baltimore, MD","$2,404.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Boston, MA","$1,760.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Boston, MA","$1,853.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Boston, MA","$2,316.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Boston, MA","$2,779.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Buffalo, NY","$1,408.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Buffalo, NY","$1,483.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Buffalo, NY","$1,853.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Buffalo, NY","$2,224.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Charlotte, NC","$2,000.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Charlotte, NC","$2,106.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Charlotte, NC","$2,737.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Charlotte, NC","$3,158.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Chicago, IL",$350.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Chicago, IL",$369.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Chicago, IL",$461.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Chicago, IL",$553.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Cincinnati, OH","$1,142.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Cincinnati, OH","$1,203.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Cincinnati, OH","$1,443.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Cincinnati, OH","$1,804.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Cleveland, OH","$1,195.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Cleveland, OH","$1,258.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Cleveland, OH","$1,509.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Cleveland, OH","$1,886.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Columbus, OH","$1,207.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Columbus, OH","$1,270.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Columbus, OH","$1,524.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Columbus, OH","$1,905.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Dallas, TX","$1,014.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Dallas, TX","$1,067.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Dallas, TX","$1,334.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Dallas, TX","$1,601.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Denver, CO",$567.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Denver, CO",$596.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Denver, CO",$746.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Denver, CO",$895.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Detroit, MI","$1,123.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Detroit, MI","$1,183.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Detroit, MI","$1,419.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Detroit, MI","$1,774.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Fresno, CA","$1,981.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Fresno, CA","$2,086.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Fresno, CA","$2,607.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Fresno, CA","$3,128.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Houston, TX","$1,163.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Houston, TX","$1,225.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Houston, TX","$1,531.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Houston, TX","$1,837.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Jacksonville, FL","$1,949.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Jacksonville, FL","$2,051.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Jacksonville, FL","$2,564.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Jacksonville, FL","$3,077.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Memphis, TN","$1,077.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Memphis, TN","$1,134.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Memphis, TN","$1,418.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Memphis, TN","$1,701.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Miami, FL","$2,203.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Miami, FL","$2,319.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Miami, FL","$2,898.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Miami, FL","$3,478.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Milwaukee, WI",$273.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Milwaukee, WI",$287.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Milwaukee, WI",$359.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Milwaukee, WI",$431.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Omaha, NE",$298.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Omaha, NE",$372.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Omaha, NE",$465.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Omaha, NE",$558.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Orlando, FL","$2,011.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Orlando, FL","$2,117.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Orlando, FL","$2,647.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Orlando, FL","$3,176.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Philadelphia, PA","$1,563.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Philadelphia, PA","$1,645.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Philadelphia, PA","$2,056.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Philadelphia, PA","$2,468.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Phoenix, AZ","$1,666.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Phoenix, AZ","$1,754.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Phoenix, AZ","$2,193.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Phoenix, AZ","$2,631.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Pittsburgh, PA","$1,318.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Pittsburgh, PA","$1,388.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Pittsburgh, PA","$1,734.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Pittsburgh, PA","$2,081.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Portland, OR","$1,791.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Portland, OR","$1,885.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Portland, OR","$2,357.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Portland, OR","$2,828.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Raleigh, NC","$1,606.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Raleigh, NC","$1,690.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Raleigh, NC","$2,113.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Raleigh, NC","$2,535.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Sacramento, CA","$1,896.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Sacramento, CA","$1,995.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Sacramento, CA","$2,494.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Minneapolis, MN","Sacramento, CA","$2,993.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Minneapolis, MN","Seattle, WA","$1,735.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
