iter	RMSE
285	0.0124190625
286	0.01237239407
287	0.012329692
288	0.0122982922
289	0.01225645441
290	0.01222910375
291	0.01218882531
292	0.01216304317
293	0.0121075275
294	0.01208176642
295	0.01205478642
296	0.01201137316
297	0.01196599732
298	0.01192866593
299	0.01186978183
300	0.01184289695
301	0.01179986123
302	0.01175880878
303	0.01171404155
304	0.0116760984
305	0.01163501503
306	0.01160792658
307	0.01156808184
308	0.01154307473
309	0.01150474915
310	0.01146982436
311	0.01141503797
312	0.01136943475
313	0.01133310585
314	0.01129395377
315	0.01126931751
316	0.01123580675
317	0.01119566183
318	0.01116187606
319	0.01110522311
320	0.01108123248
321	0.01103584766
322	0.01099881112
323	0.01095250493
324	0.01092039546
325	0.01088931323
326	0.01086597123
327	0.0108380773
328	0.01080501972
329	0.01077456926
330	0.010753729
331	0.01070478901
332	0.01066357303
333	0.01061060625
334	0.01057967632
335	0.01052988867
336	0.01048975272
337	0.01045922995
338	0.01044253003
339	0.01042701356
340	0.01039166673
341	0.01036583363
342	0.01033893026
343	0.01030521146
344	0.01028674838
345	0.01026051926
346	0.01022645583
347	0.0101977555
348	0.01017873671
349	0.01015172288
350	0.0101070954
351	0.01008742
352	0.01007311508
353	0.01004946417
354	0.0100171512
355	0.00999220063
356	0.009979981768
357	0.009942539877
358	0.009905996194
359	0.009889678058
360	0.009844098629
361	0.009800550175
362	0.00975982152
363	0.00973066446
364	0.009705148441
365	0.00967521493
366	0.009634359066
367	0.00961158438
368	0.00958015186
369	0.009543855491
370	0.009516391737
371	0.009498534448
372	0.009477816139
373	0.009456347618
374	0.00943531797
375	0.009390035484
376	0.009378031564
377	0.00934065936
378	0.009318564275
379	0.009291021418
380	0.00926942207
381	0.009241012975
382	0.00920268287
383	0.009182780119
384	0.009150717935
385	0.009121836591
386	0.009094540777
387	0.009053574932
388	0.009026022908
389	0.009008109581
390	0.008990471653
391	0.008953951367
392	0.008919725235
393	0.008890716925
394	0.008867466732
395	0.008849609035
396	0.008828565293
397	0.00881802732
398	0.008791735072
399	0.008782148488
400	0.008754019444
401	0.008730663821
402	0.008699179735
403	0.008675450129
404	0.008659863254
405	0.00863635843
406	0.008613571609
407	0.008599552892
408	0.008578208541
409	0.008569623256
410	0.008546886967
411	0.008514551546
412	0.008493537212
413	0.008466987177
414	0.008447541333
415	0.008427886425
416	0.008412843398
417	0.00839875129
418	0.008380162509
419	0.008363216797
420	0.008355456322
421	0.008334286153
422	0.008309403881
423	0.008291194756
424	0.008271928205
425	0.008252370302
426	0.00822688226
427	0.008217997552
428	0.008204889428
429	0.00819750744
430	0.008172000518
431	0.008164407978
432	0.00813929264
433	0.008114842569
434	0.008094147378
435	0.008080376923
436	0.008062840474
437	0.008055202345
438	0.008043717572
439	0.00802582797
440	0.008013530264
441	0.007977838384
442	0.007961081055
443	0.007947898126
444	0.007932684158
445	0.00792615999
446	0.007904156785
447	0.007883855346
448	0.007876224789
449	0.007869069793
450	0.007863460111
451	0.007849211468
452	0.007827224621
453	0.007808022407
454	0.007797975057
455	0.007769714968
456	0.007761618525
457	0.007752103261
458	0.007744419617
459	0.00771534751
460	0.007687925283
461	0.007677323163
462	0.007652942095
463	0.007645875139
464	0.007636036241
465	0.007615136409
466	0.007599986567
467	0.007584494069
468	0.007567156737
469	0.007552205219
470	0.007536741985
471	0.007521937135
472	0.007509972213
473	0.00749332635
474	0.007486488802
475	0.007480204589
476	0.007473560353
477	0.007466179709
478	0.007455595814
479	0.007446503289
480	0.007419347862
481	0.007407859508
482	0.007402039966
483	0.007377045219
484	0.007368595984
485	0.007350710882
486	0.007338562714
487	0.007316951955
488	0.007310728025
489	0.007296345881
490	0.007289909499
491	0.007277527829
492	0.007271245096
493	0.007254780766
494	0.007244092443
495	0.007226517606
496	0.007206324024
497	0.007197922731
498	0.007189692512
499	0.00718083519
